text,date,source,label
PHK demi efisiensi anggaran untuk program makan siang ini meninggalkan luka pak (Presiden). Bagaimana tidak? Anak-anak dapat makan siang gratis di sekolah tapi ketika dia pulang akan mendapati orang tuanya kehilangan pekerjaan.' nangesss denger VT-nya,2025-02-11 10:47:50+00:00,kaggle,negatif
Dengan dedikasi tanpa batas Polri berkerjasama dengan NU untuk memberikan dukungan atas pelaksanaan program makan bergizi gratis untuk menciptakan anak-anak sehat dengan gizi seimbang yang cukup. Kami Maksimal Berikan Pelayanan agar SukseskanAstaCita berjalan dengan baik.,2025-02-10 07:50:00+00:00,kaggle,positif
Orang Tua keausahan d rumah malah sulit untuk memberi makan bergizi anak PHK dimana2 Bapak mohon atensinya,2025-02-10 15:04:52+00:00,kaggle,negatif
Negara 'bubar' gara-gara . Blunder-mu terlalu berlebihan mas. Pandemi belum lewat 10 tahun ekonomi belum stabil kok bikin IKN gitu looh? Lu juga . Makan siang 'gratis'-mu salah sasaran. Kenapa tidak di-filter dulu sasaran-nya? Kenapa 'semua' kebagian? Aneh lu!,2025-02-09 06:30:34+00:00,kaggle,negatif
"Sekedar saran ; Sepertinya orang-orang pintar dari kalangan Akademisi dan LSM hrs mbuat sebuah lembaga sosial masyarakat yg dapat mengawasi kebijakan pemerintah sebagai pelaksana mandat UU dari DPR juga pemantau kebijakan DPR sebagai pembuat kebijakan dan UU bagi pemeritah seperti organisasi Indonesia Coruption Watch maka untuk menyikapi hal seperti ini kiranya mereka bisa mbuat Indonesia Goverment and Parlementary Watch sehingga dapat menjadi jembatan atas terwujudnya diskusi antara pemerintah/ DPR dengan perwakilan masyarakat yg netral ""lembaga Indonesia Goverment & Parlementary Watch"" yg independent atau bersih dan murni tanpa adanya unsur politisasi atau keterkaitan dgn unsur partai politik jika tetjadi kesalahan dlm program pemerintah atau proses pembuatan UU-nya agar tidak terjadi protes keras dari masyarakat atas kesalahan pemerintah/ dpr yg biasanya diwakili oleh LSM dan Mahasiswa apalagi sampai terjadi demonstrasi jika cara diskusi dan mediasi masih bisa ditempuh untuk mencegah terjadinya konfrontasi bukankah hal seperti itu lebih baik krn akan dpt mnjaga stabilitas pemerintahan dan kondusifitas keamanan didlm lingkungan masyarakat Trimakasih",2026-06-19 11:56:03.689000+00:00,youtube,netral
Mantap Presiden Prabowo Tingkatkan kualitas sarana pendidikan dg Efesiensi pemangkasan anggaran MBG Berantas mafia migas Hilirisasi Wujudkan UU perampas aset,2025-05-02 00:00:00+00:00,x,positif
Yakan emg bener zakat mah memang buat fakir miskin. Bukan buat nalangin program makan gratis (yg gagal) itu. Klo ga sanggup mah mending sekalian berhenti aja drpd nyampuradukin perkara agama sama dunia kek gitu. Dosa.,2025-01-16 01:10:28+00:00,kaggle,negatif
hrus bgn jam 6 tp blm tdr sial,2025-05-04 00:00:00+00:00,x,netral
Harusnya bikin program yang bisa mensejahterkan rakyat agar rakyat mampu memberi makan anaknya sendiri,2025-02-03 13:53:30+00:00,kaggle,negatif
"Fuck, ini beneran banget anjir. Makan noh makan siang gratis",2025-05-04 00:00:00+00:00,x,negatif
Tdk perlu kawatir kalau saja mereka rutin dapat MBG. Mas sdh mikirin ini makanya bikin MBG. MBG adl solusi ultimate untuk semua masalah pendidikan.,2025-05-01 00:00:00+00:00,x,positif
selain irlandia argentina juga lagi surplus anggaran. negara lain lagi pada surplus tapi kita masih stuck sama makan siang gratis ekonomi tumbuh 8% selama 5 tahun tai kotok,2025-02-08 13:07:49+00:00,kaggle,negatif
Kolaborasi cerdas dari Prabowo: sekolah dan gizi terpenuhi dengan program Makan Bergizi Gratis untuk masa depan cerah KolaborasiTingkatkanPendidikan,2025-02-03 14:34:22+00:00,kaggle,positif
Kasian mereka tidak ada uang masuk,2026-06-21 04:11:42+00:00,instagram,negatif
"Njrit temen gue jadi buzzer MBG Katanya MBG itu bagus, karna memberdayakan petani & membuka lapangan kerja That's partially true sih kalo lu liat skala kelurahan. Tapi yaudahlah gue males ngomong sm buzzer.",2025-05-03 00:00:00+00:00,x,negatif
Penampakan Makan Bergizi budget 10 ribu di Solo,2025-04-01 00:00:00+00:00,x,netral
"Kalo bicara secara objektif Militan"" Yg ada di Palestine berjuang dengan apa yang mereka punya, bukan pake apa yg mereka pinjam. Kalo lu belajar soal politik ya pasti tau kalo ga ada makan siang gratis di dunia. Pada satu titik pemberi ""bantuan"" Pasti bakalan jengah juga kalo",2025-03-01 00:00:00+00:00,x,netral
Justru mungkin lebih gampang buat Mereka untuk selametin Anggaran Negara Mreka ga ada utang budi sama Jokowi jadi bisa dengan gampang CUT proyek proyek Jokowi Juga Mreka ga bikin Makan Bergizi Gratis kan ??,2025-02-08 15:24:03+00:00,kaggle,netral
"Meski ini kota kecil, ternyata RS Rizhao salah satu pusat penanganan jantung. Ini rumah sakit pendidikan untuk universitas kedokteran Qingdao. Ini RS swasta. Pendirinya ahli jantung terkemuka Tiongkok: Prof Ge Junbo. Ia ayatullah-nya jantung di Tiongkok.",2025-05-02 00:00:00+00:00,x,netral
Murid SD apresiasi Makan Bergizi Gratis dari Presiden Prabowo MakanBergiziGratis PresidenPrabowo,2025-02-02 02:17:04+00:00,kaggle,positif
Prabowo tunjukkin komitmen nyata lewat program makan sehat buat siswa KolaborasiTingkatkanPendidikan,2025-02-03 16:04:39+00:00,kaggle,positif
"Siap-siap saja kedepan bakal banyak berita keracunan sama program MBG ini, penanganan keracunannya gimana? Jangan tanya soal itu kemarin aja kasus keracunan cuma dianggap presentasi yg kecil untuk kasusnya sama kepala BGN.",2025-05-02 00:00:00+00:00,x,negatif
Gaya Prabowo Blusukan Tinjau Program Makan Bergizi Gratis di Bogor,2025-02-10 06:55:03+00:00,kaggle,positif
Badan Gizi Nasional: Makan Bergizi Gratis Serentak Dilaksanakan 6 Januari 2025,2025-01-02 00:00:00+00:00,x,netral
"Betul, makanya itu demokrasi adalah sistem yg cacat. Perihal program MBG Prabowo do nothing wrong, dia cuma ngejalanin janji, kalo mau nyetop, ya silakan kejar akar rumput, naikkan taraf berpikir, berserikat, tuntut. Yang mana lebih sulit dan lama kalo dijalankan, but worth.",2025-05-03 00:00:00+00:00,x,positif
Dukung makan sehat Inisiatif yang tidak hanya mengurangi stunting tetapi juga memberdayakan petani dan UMKM lokal. Makan siang gratis keren deh . MakanSehatGratis,2025-02-10 07:11:01+00:00,kaggle,positif
Presiden RI Jenderal TNI (Purn.) H. Prabowo Subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis (MBG) melalui program Asta Cita. Untuk mendukung terwujudnya program-program tsb,2025-02-10 08:33:36+00:00,kaggle,positif
"Ga nyangka program makan gratis dampaknya segede inii, emang mau hancur ni negara",2025-02-01 00:00:00+00:00,x,negatif
"Wong wongan: ""makan bergizi gratis",2025-05-04 00:00:00+00:00,x,netral
Program Makan Bergizi Gratis Sebagai Upaya Strategis Membangun SDM Unggul Indonesia FaktaIndonesia MakanBergiziGratis ManfaatMakanBergiziGratis DukungProgramMakanBergiziGratis,2025-05-04 00:00:00+00:00,x,positif
Kita malah makan ubi Mak PROGRAM makan gratisan Jadi NGIBULAN Anaknya,2025-02-10 11:16:43+00:00,kaggle,negatif
ada f yang masih bgn dan mau dman? -m,2025-05-04 00:00:00+00:00,x,negatif
ya setipe lah yg punya program mbg,2025-05-03 00:00:00+00:00,x,negatif
Pemerintah Provinsi Bali menyiapkan alokasi dana sebesar Rp 50 miliar untuk mendukung program makan bergizi gratis (MBG) menyusul pelibatan daerah dalam pelaksanaan program yang dijanjikan Prabowo-Gibran ini.,2025-01-24 01:32:15+00:00,kaggle,positif
New Post: PT Timah Berikan Makan Bergizi Gratis di SD 8 dan 9 Baskara Bakti makanbergizi pttimah sosial,2025-01-02 00:00:00+00:00,x,netral
kasih dia makan siang gratis,2025-01-29 08:27:39+00:00,kaggle,netral
"bkn, mbg nya",2025-05-03 00:00:00+00:00,x,netral
Itu namanya bukan Makan siang Gratis . Minta aja Sumbanhai ke Gibran yg bikin Ptogram makan Gratis .,2025-01-16 05:01:14+00:00,kaggle,negatif
"Halah pak, MBG di sekolah anak saya di Tangsel yang deket Jakarta aja cuma jalan seminggu terus stop 2 bulan ini, itupun cuma klas 5 yang dapet Jadinya tujuannya mau apa nih pak? Itu aja dulu dijawab. Pemerataan? Pengentasan gizi daerah tertinggal? Stunting? Beda-beda pak",2025-05-03 00:00:00+00:00,x,negatif
mungkin gk prnh dpt pelatihan OHSAS atau K3 atau ISO 45001 makanya dia mengamini pejabat BGN yg pakai ratio terkait keracunan makanan,2025-05-04 00:00:00+00:00,x,negatif
"SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara ¥¥ Acap berkata kasar dan mengucapkan Nda*muu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas menuju kemenangan, selamat merayakan Hari Idul Fitri 1446 H",2025-04-01 00:00:00+00:00,x,netral
Makanan bergizi tersedia Kesehatan yang baik mendukung pendidikan yang optimal. Bagus sekali program makan siang gratis ini . MakanBergiziGratis,2025-02-10 08:31:54+00:00,kaggle,positif
"Kenapa sblm membuat janji kampamye tdk merencanakan secara teliti Program MBG dari segi Kemampuan Anggaran, Distribusi, Kebutuhan Prioritas Sekolah, Manfaatnya secara Mendasar ttg Kompetensi bagi Pegembangan Siswa & Sekolah ? Kalau perlu dievaluasi, ya dievalusi saja",2025-05-04 00:00:00+00:00,x,negatif
Dipasar apa2 mahal kata yg jual stok pasar habis karena diborong buat MBG. Gimana nih,2026-01-22 11:58:22.509000+00:00,youtube,negatif
Kenapa sih Pemerintah ngak terus terang bilang klo Program Makan Bergizi Gratis tdk ada Dananya ( No Money ) Bilang Program Pilpres MBG di cancel selesai deh,2025-01-15 05:13:12+00:00,kaggle,negatif
Program Makan Bergizi Gratis sebagai Upaya Transformasi Gizi Anak Indonesia dengan Evaluasi Berkelanjutan. GiziAnak MakanBergiziGratis GenerasiSehat,2025-05-03 00:00:00+00:00,x,positif
Klo MBG hanya utk pencitraan boss. Yg penting ada istilah Makan Gratis utk sekedar menyenangkan terutama di kota². Klo di pedesaan pedalaman daerah tertinggal dll ah pusing amat toh tdk diliput media.,2025-02-01 05:00:06+00:00,kaggle,negatif
Yg PALING konyol itu makan siang gratis/TDK bergizi,2025-02-01 00:00:00+00:00,x,negatif
kita lihat saja sampai kapan makan siang gratis ini berlangsung. ?,2025-01-15 10:44:26+00:00,kaggle,netral
"Kami baru selesai rapat dengan Pak Presiden, menyangkut bagaimana langkah-langkah soal pangan dan juga mengenai program Makan Bergizi Gratis.budiariesetiadi menkop menterikoperasi",2025-03-01 00:00:00+00:00,x,netral
Anaknya tolak makan siang gratis. Emaknya tolak makan siang gratis. LawanAksiKudetaJokowi LawanAksiKudetaJokowi,2025-02-10 12:34:01+00:00,kaggle,negatif
Kehadiran Program MBG dapat menjadi modal untuk mewujudkan masa depan anak bangsa yang cerah. ProgramMBG IndonesiaEmas MakanBergiziGratis AnakBangsa,2025-04-01 00:00:00+00:00,x,positif
MBG be like,2025-02-01 00:00:00+00:00,x,netral
"Kita semua gak butuh makan siang gratis pak, cuma butuh pendidikan gratis agar sdm tidak rendah.",2025-05-01 00:00:00+00:00,x,negatif
"Saat MBG ditutup : para siswa tidak komplain, guru-guru juga tidak protes, tapi para pemilik SPPG yang mengamuk. Jadi sebenarnya siapa yang kelaparan",2026-06-13 22:11:08+00:00,instagram,negatif
New Post: PT Timah Gelar Program Makan Bergizi Serentak di Lima Sekolah makanbergizi pttimah sosial,2025-01-02 00:00:00+00:00,x,positif
Ini makan bergizi apa percobaan genosida sih,2025-05-01 00:00:00+00:00,x,negatif
Ada perusahaan yang jalanin CSR nya pake di salty in ngomongin gizi no junjungan lo pake tagline MAKAN BERGIZI GRATIS aja kayak makanan ternak hewan,2025-02-10 11:57:02+00:00,kaggle,negatif
PLS ADAIN PROGRAM UANG GRATIS HAPUS PROGRAM MAKAN GRATIS,2025-02-04 10:43:16+00:00,kaggle,negatif
"2 kali ketemu anak raja ini di program MBG, saya paham yg puas siapa",2025-05-01 00:00:00+00:00,x,negatif
kita semua ga butuh makan siang gratis kita semua butuh makan siang di samping dk,2025-02-10 13:09:49+00:00,kaggle,negatif
Ya pak presiden coba bikin survey yg independen mana yg di cari rakyat makan siang gratis apa sekolah gratis yg bikin negara ini maju,2025-02-10 11:23:05+00:00,kaggle,negatif
"Sampe warga bikin posko aduan sendiri, ini badan yg ngurusin MBG gada corcomnya apa gmn dah Udah sus bgt sama program MBG dari awal, tp pernah ada yg sampe gotot bgt ngomongin program makan gratis bagus karna blm tentu anak2 bisa makan yg layak Hadehhhh",2025-05-03 00:00:00+00:00,x,negatif
Hehhehehe kamu mau ya pak presiden ini ada yg minta makan gratis,2025-01-31 11:05:09+00:00,kaggle,negatif
Kata Wowo yg gak setuju ama makan siang gratis keluar dr NKRI,2025-02-01 00:00:00+00:00,x,negatif
"Program Makan Bergizi Gratis membawa efek domino positif yang luar biasa. Kesehatan meningkat, kecerdasan tumbuh, masa depan bangsa pun cerah! FaktaIndonesia MakanBergiziGratis GenerasiSehatCerdas",2025-05-04 00:00:00+00:00,x,positif
Koordinasi Terkait Kesiapan Pengadaan Makan Siang Gratis. Kapolres Lebong AKBP. Awilzan S.I.K M.H Melaksanakan Koordinasi Dengan Dewan Pimpinan Wilayah Yayasan Prabu Center 08 Terkait Kesiapan Pengadaan Makan Siang Gratis Sesuai Dengan Program Presiden RI.,2025-02-03 08:19:15+00:00,kaggle,netral
Cerdas dan sehat ala Prabowo dukung dong program Makan Bergizi KolaborasiTingkatkanPendidikan,2025-02-03 15:47:15+00:00,kaggle,positif
Makan bergizi gratis,2025-02-01 00:00:00+00:00,x,netral
Kowani dibawah kepemimpinan Bu Nany Hadi Tjahjanto sangat berjalan n programnya bermanfaat. Semoga MBG dan sejuta pohon makin meluas ke berbagai wilayah. Aamiin HadiTjahjanto JagaIndonesia,2025-03-01 00:00:00+00:00,x,positif
bbongbongi ngga kebagian makan siang gratis kah.,2025-02-01 00:00:00+00:00,x,netral
"Keracunan udah di mana-mana, tapi pencetus MBG (kemungkinan besar) ngga tau akan hal ini, soalnya lagi sibuk ngelempar kaos dari atas maung.",2025-05-01 00:00:00+00:00,x,negatif
"Ahli gizi mah cm tau nutrisi blm tentu paham ISO 22000? Blm tentu paham HACCP? harusnya dapur2 mitra BGN ikut prosedur yg merujuk ke HACCP. Lah BGN nya gk bikin prosedur, dapur2 comply ke prosedur tsb Kgk beres semua lo!",2025-05-03 00:00:00+00:00,x,negatif
Kodim Ponorogo siapkan 60 dapur sehat program makan bergizi gratis,2025-01-02 00:00:00+00:00,x,positif
Aku 750k sebulan tp Sabtu Minggu libur tgl merah libur makan siang di kasih gratis es teh setiap hari nder. Jadi walau g 1 jt kebantu karna makan gratis juga bisa nyantai kadang klo lgi gaada yg di kerjaan ya maen hp doang rebahan. Ini kmu kerjanya berat ngga?,2025-02-09 01:15:21+00:00,kaggle,positif
Makan Bergizi Gratis menciptakan masyarakat yang lebih Sehat dan Produktif.,2025-02-01 00:00:00+00:00,x,positif
Mana nih makan siang gratis gua? (Hari ke196),2025-05-04 00:00:00+00:00,x,negatif
Ngapain jg mengkritisi terlalu dalam pihak yg kalah Kritisi noh MBG yg jd program bancakan uang ratusan T per tahun jd tai mau dibiarkan Berapa % asupan protein per minggu yg didapat per orang dr program MBG?,2025-05-04 00:00:00+00:00,x,negatif
Program makan bergizi gratis yang seharusnya menyelamatkan generasi justru menghadirkan risiko baru: ancaman terhadap kesehatan anak-anak itu sendiri. Headline,2025-05-04 00:00:00+00:00,x,negatif
"banyak ketring abal abal yg megang MBG ini , program bagus eksekusinya ampas.",2025-05-01 00:00:00+00:00,x,negatif
Mampus lu makan tuh coretax pendapatan jadi ga maksimal kan orang orang bisnis juga jadi terhambat makan tuh program webbased lu suryo utomo mamam tuh,2025-02-07 16:48:33+00:00,kaggle,negatif
"Lha, gimana MAKAN BERGIZI GRATIS bisa terus jalan ???",2025-04-01 00:00:00+00:00,x,negatif
padahal mending stop makan siang gratis yang kaga guna cuma ladang korupsi,2025-02-09 05:06:56+00:00,kaggle,negatif
Anda terlalu Goblok bin Tolol Tidak semua anak Indonesia berjiwa Bolang woey. Klo negara sudah tidak sanggup kasih makan gratis baiknya hentikan asuuuu. CC:,2025-01-26 03:34:10+00:00,kaggle,negatif
"Program MBG bukan hanya tentang makanan, tapi tentang masa depan bangsa yang lebih sehat dan cerdas. ProgramMBG IndonesiaEmas MakanBergiziGratis AnakBangsa",2025-04-01 00:00:00+00:00,x,positif
"Bgn esk mmng mata bengkak la jwbnya, tk brhnti lg ngs dr td",2025-05-04 00:00:00+00:00,x,netral
"Cpns BGN buat ngurus MBG guisee, bro bagi lamarannya dong",2025-05-02 00:00:00+00:00,x,netral
Program makan gratis bergizi makin dekat ke hati rakyat gara-gara ekosistem investasi baru,2025-05-01 00:00:00+00:00,x,positif
Makan siang nya gratis tapi kalo sarapan sama makan malam nya malah ngga ada bahan makanan buat dimakan gimana? soale orang tuanya kena imbas kebijakan yang nggak mutu kek gini Naudzubillah Ngurus negara udah kaya main monopoli,2025-02-07 03:46:07+00:00,kaggle,negatif
Makanan bergizi tersedia Langkah konkret untuk masa depan makan siang gratis dan bergizi bantu tingkatkan kualitas generasi penerus bangsa . MakanSehatGratis,2025-02-10 07:11:23+00:00,kaggle,positif
Dukung program Makan Bergizi Gratis untuk generasi yang lebih sehat dan cerdas. PenuhiGiziIndonesia LawanGiziBuruk,2025-02-10 03:41:13+00:00,kaggle,positif
Plus pengalihan isu danantara dan mbg ga si? Akwkakwkak,2025-03-01 00:00:00+00:00,x,negatif
Mereka ini wakil Rakyat atau wakil presiden ya??,2026-06-19 11:56:04.113000+00:00,youtube,negatif
e. makan siang gratis,2025-02-01 00:00:00+00:00,x,netral
"Saya pelajar, lebih butuh waktu tidur siang daripada makan bergizi gratis, pak",2025-05-03 00:00:00+00:00,x,negatif
Penyesalan terbesar gw telah mendukung kebijakan blunder ga jelas. brpa kepala keluarga lo bikin kehilangan kerjaan grgr program Makan Siang gratis dan Swasembada Pangan? ga mau ngutang jangan ngorbanin honorer juga dong. POTONG TU ANGGARAN DPR POLRI,2025-02-03 16:40:37+00:00,kaggle,negatif
Ada cerita menarik terungkap ketika Presiden Prabowo berkunjung ke beberapa sekolah di Jakarta Timur untuk mengecek berjalannya program makan bergizi gratis.,2025-02-04 05:34:53+00:00,kaggle,netral
Anggota DPD Pemuda Tani DIY Pranasik Faihaan menilai penghematan anggaran Prabowo sebaiknya dialokasikan untuk program Makan Bergizi Gratis karena investasi SDM penting di era AI. Selengkapnya di,2025-02-07 02:33:28+00:00,kaggle,positif
Luar biasa program makan bergizi gratis dari Prabowo ini jadi langkah baik untuk kesehatan masyarakat,2025-02-11 08:38:16+00:00,kaggle,positif
kantin kantin tersenyum,2025-10-22 11:53:50.934000+00:00,youtube,netral
"Kan lagi bahas mbg ya kenapa bahas yang lain? Jawab dong kenapa di papua dapur lebih sedikit dibanding di jabar, sedangkan angka stunting lebih tinggi papua dari pada jabar?",2026-06-18 11:56:04.579000+00:00,youtube,negatif
"Uang 10ribu tidak cukup menyediakan MBG.Bahan2 sembako naik ,transport,buruh. MBG di sekolah yg dihadiri "" pejabat2"" hanya PERAGAAN seremonial,dipaksakan.Cobalah pejabat2 di GIZI NASIONAL mengolah sendiri,apa 10ribu bisa? Yg realistis saat ini,20ribu.",2025-05-04 00:00:00+00:00,x,negatif
dut kok makan siang gratis ga antusias begini dut anak anaknya dut gmn sih dut,2025-02-10 23:50:55+00:00,kaggle,negatif
"Komisi IX Desak Transparansi Program MBG, Kepala BGN Akan Diperiksa",2025-05-03 00:00:00+00:00,x,negatif
Kalo kata rang orang di Tiktok kita harus banyak bersyukur Pak Prabowo kasih makan siang gratis Bersyukur nomer 1 hukum nomer kesekian,2025-01-16 00:37:11+00:00,kaggle,negatif
"15% dari populasi anak di Jabar sekitar 2,3 juta anak. 40% dari populasi anak di Papua pegunungan sekitar 220 ribu anak. Kalo jumlah SPPG di Papua pegunungan hanya 13, maka jumlah SPPG di Jabar harusnya sekitar 10x nya, yaitu 130an. 6300 SPPG jelas² kelewatan .",2026-06-21 12:56:04.579000+00:00,youtube,negatif
"Pesan dari Bpk Presiden sangat jelas bahwa ""Anak-anak kita adalah Masa Depan Indonesia"". Jika masa depan ini dirawat dengan cinta dan kasih sayang maka dia akan bertumbuh menjadi manusia yang berkualitas, baik intelektual maupun sosial. Program Makan Bergizi Gratis adalah program yang fundamental untuk merawat eksistensi bangsa Indonesia dari ketertinggalan, kita sebagai bangsa ingin terus ada hingga 1jt tahun yang akan datang. Itulah mimpi terbesar dari semua Presiden yang pernah memimpin Indonesia",2025-02-01 00:00:00+00:00,x,positif
soalnya butuhnya makan gratis smbil diliatin gibran,2025-02-09 02:45:36+00:00,kaggle,netral
warbiasa ini sangat sangat bemanfaat polri bisa meningkatkan kualitas pangan nasional serta makan bergizi gratis. Polri terus berinovasi untuk meningkatkan kualitas Maksimal Berikan Pelayanan kepada Masyarakat dan SukseskanAstaCita,2025-02-10 12:05:40+00:00,kaggle,positif
"Mrnurut saya apa yg di suarakan oleh rakyat papua itu terbaik, sekolah gratis, anggaran rp. 171 t, gunakan tanam singkong di kelolah pemerintah atau bumn, dan diperkerjakan rakyat nganggur sehngga lapngan kerja baru tersedia, klo mbg hyx pembuangan anggaran tdk menghsilka apa2,",2025-03-01 00:00:00+00:00,x,negatif
Makan Bergizi Gratis adalah program yang mengedepankan peningkatan kualitas SDM Indonesia sekaligus mendukung percepatan perkembangan ekonomi negara. MakanBergiziGratis IndonesiaSehat economicgrowth swasembadapangan ketahananpangan LoveIslandAllStars,2025-02-10 03:56:15+00:00,kaggle,positif
br bgn,2025-05-02 00:00:00+00:00,x,netral
SSInfo: Alasan efisiensi anggaran kata Prabowo Subianto Presiden karena ingin anggaran negara lebih banyak dialokasikan untuk program makan bergizi gratis dan perbaikan sekolah. Anggaran sekarang hanya cukup memperbaiki 20 ribu sekolah. Sementara ada 330 ribu sekolah di seluruh,2025-02-11 01:04:18+00:00,kaggle,netral
Pak program makan bergizi gratis program yang bagus tapi kalau mangkas uang banyak lembaga ya banyak yang kecebrut pak,2025-02-04 10:02:32+00:00,kaggle,negatif
Membangun generasi emas bareng Prabowo dengan program Makan Bergizi Gratis KolaborasiTingkatkanPendidikan,2025-02-03 20:48:06+00:00,kaggle,positif
Rekrutmen personel dengan keahlian di bidang pangan dan gizi oleh Polri merupakan strategi jangka panjang untuk mendukung ketahanan pangan dan memastikan keberlanjutan program MBG. KomitmenMelindungiMelayani Sukseskan Asta Cita,2025-02-01 00:00:00+00:00,x,positif
dan katanya mau diusulin ke DPR sama salah satu pendukung prabowo buat eksekusi anak² yg kritik program makan siang gratis.,2025-02-06 15:48:43+00:00,kaggle,negatif
Semoga program makan siang gratis vendornya jadi Lawless dan berubah jadi makan burger gratis,2025-02-10 07:02:40+00:00,kaggle,netral
MBG = Makan Beracun Gratis?,2025-05-03 00:00:00+00:00,x,negatif
4. Menu makan bergizi gratis bisa jadi opsi,2025-02-10 10:48:47+00:00,kaggle,netral
"smlam kami cm sdr bagian hujan de aj, petir tk tedengar. pas bgn tido mak kami crite tp kami tk dgr samsek",2025-05-04 00:00:00+00:00,x,netral
"dapat voucher makan siang gratis dari prabski, minat?",2025-03-01 00:00:00+00:00,x,positif
Ya Allah drpd makan siang gratis mending perhatiin lingkungan dan keadaan warga desa yg ky gini. hrsnya fokus ke desa2 yg transportasi pendidikan dan pangannya kekurangan.,2025-02-09 00:29:18+00:00,kaggle,negatif
Kabinet yang super jumbo itu sebaiknya di bubarkan saja uangnya untuk membiayai program pembodohan (makan siang gratis). . . . . Big News youngji Korsel Prabowo Windah Durian Yoon Suk Yeol Bye Bye Drama.,2025-01-15 10:15:15+00:00,kaggle,negatif
Ga dapet 2s Tapi dapet makan siang gratis,2025-02-09 08:57:50+00:00,kaggle,netral
Prabowo Minta Tak Ada Lagi Kasus Keracunan Makan Bergizi Gratis,2025-05-03 00:00:00+00:00,x,netral
MBG dijatah 20rb sekali makan jg kg sehat,2025-04-01 00:00:00+00:00,x,negatif
Program Makan Bergizi Gratis dongkrak ekonomi lokal dan UMKM Nasional. MBGDorongEkonomi MakanBergiziGratis IndonesiaKetahananPangan CandaceOwens heleners SwasembadaGaramNasional,2025-02-01 00:00:00+00:00,x,positif
"Beberapa permasalahan gizi tersebut adalah stunting, wasting, kekurangan gizi mikro, hingga obesitas. Untuk menjawab tantangan ini, pemerintah memulai program Makan Bergizi Gratis yang dilaksanakan secara bertahap.",2025-02-01 00:00:00+00:00,x,netral
baru tau kalo makan siang gratis dari pemerintah harus bayar 80rb kocakkkk,2025-04-01 00:00:00+00:00,x,negatif
Presiden Prabowo Subianto melakukan inspeksi mendadak (sidak) untuk meninjau langsung pelaksanaan program makan bergizi gratis di Jakarta Timur pada Senin (3/2/2025). Pada awal kunjungannya Prabowo mengunjungi SD Negeri 05 Jati dan TK Negeri 02 yang terletak di kawasan Pulo,2025-02-03 10:30:32+00:00,kaggle,positif
Presiden RI Jenderal TNI (Purn.) H. Prabowo Subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis (MBG) melalui program Asta Cita. Polri terus berinovasi meningkatkan kualitas Maksimal Berikan Pelayanan kepada Masyarakat dan SukseskanAstaCita,2025-02-10 07:50:28+00:00,kaggle,netral
Manfaat Program Makan Bergizi Gratis FaktaIndonesia MakanBergiziGratis ManfaatMakanBergiziGratis DukungProgramMakanBergiziGratis,2025-05-04 00:00:00+00:00,x,positif
Dak katek makan siang gratis Yo mang?,2025-01-26 10:02:28+00:00,kaggle,netral
Blusukan gibran di sekolah2 tak lain biar murid taunya makan gratis kebijakan gibran karna anak² 2029 sudah pnyak hak suara,2025-02-01 13:25:42+00:00,kaggle,negatif
Inisiatif keren Prabowo makan bergizi gratis untuk memperbaiki derajat kesehatan rakyat,2025-02-11 09:03:37+00:00,kaggle,positif
Makanan sehat untuk semua Langkah pemerintah yang luar biasa makan siang gratis membantu menciptakan generasi yang sehat dan cerdas . MakanBergiziGratis,2025-02-10 07:47:21+00:00,kaggle,positif
"Udah berapa kasus keracunan akibat program mbg ini?? Mending di stop deh pakkk, lebih baik dana nya dipakai untuk memfasilitasi sekolah' yang masih tertinggal",2025-05-01 00:00:00+00:00,x,negatif
Sangat mulia hatimu Presiden Prabowo kebanggaan kita banyaknya warga yang kurang bergizi akhirnya mengganggu kecerdasan dengan program makan gratis yg bergizi semoga kwalitas SDM anak Indonesia meningkat estafet yg mengisi bangsa kedepan adalah anak anak sekarang,2025-02-10 10:00:09+00:00,kaggle,positif
Mohon evaluasi MBG pak,2025-05-01 00:00:00+00:00,x,negatif
Efisiensi ini utk mendukung program makan bergizi gratis,2025-02-01 00:00:00+00:00,x,positif
"Udah bgn, lari pagi yuuk",2025-05-03 00:00:00+00:00,x,positif
Apaan Seh LEBAY amat. Emang yg Bayar Pakai Gajinya untuk Makan Siang Gratis Yang Bayar MSG-MSB Gaji Presiden Gaji Menteri Gaji Wakil Rakayt dan Gaji Pejabat Daerah/Pusat ya Orangtua Murid melalui PPH PPN PBB PKB Jangan Lebay Kalian ‼,2025-01-17 16:27:14+00:00,kaggle,negatif
Semua dana dialihkan ke makan siang gratis,2025-02-09 06:29:02+00:00,kaggle,negatif
"Ngapain ada smart tv sih? Buat apa? Mending gak usah deh mbg lu aja gagal, lebih baik pemerataan akses pendidikan ditingkatkan lagi, dari segi fasilitas, sarana dan prasarana. Mana katanya mau kasih beasiswa buat mahasiswa, ukt sekarang mahal banget pak, kami tuh mau sekolah-",2025-05-04 00:00:00+00:00,x,negatif
