text,date,source,label
"NAAHHH INIIIII KANN JELASSS JADI GASEMUA SEKOLAH DAPET MAKAN SIANG GRATIS, TAPI EMG ADA TARGET TEPAT SASARANNYAA SKRG, SELURUH SEKOLAH MAU DIKASI MAKAN GRATIS YA BONCOSSS ANGGARAN NEGARAA",2025-02-01 00:00:00+00:00,x,negatif
kenapa tidak pakai bajer aja sih?,2025-02-01 00:00:00+00:00,x,netral
"Pasutri Berhenti Jadi Relawan Makan Siang Gratis karena Gaji Tak Jelas, Tiap Hari Kerja Jam 1 Pagi via",2025-02-01 00:00:00+00:00,x,negatif
Makan siang gratis Pake lengkuas biar otak tambah buntu Seperti otak luh,2025-02-01 00:00:00+00:00,x,negatif
Makan siang gratis harusnya kek gini kan?,2025-02-01 00:00:00+00:00,x,netral
"Udah, gak usah pak. STOP! PROGRAM MAKAN SIANG GRATIS Udah, gak akan bisa atur gmna caranya, secerdas, se-cermat sprti yg dilakukan oleh pak gak usah contek2 program org lain, pak.",2025-02-01 00:00:00+00:00,x,negatif
"gausahlah tag pak , lah wong anggaran riset BRIN aja dipotong 40% demi program super prioritas makan siang gratis. mau diberdayakan gimana coba para penelitinya?",2025-02-01 00:00:00+00:00,x,negatif
Di mana ya ada makan siang gratis? Di sekolah kami belum we,2025-02-01 00:00:00+00:00,x,netral
Gue SANGAT YAKIN makan siang gratis MANGKRAK TENGAH JALAN.,2025-02-01 00:00:00+00:00,x,negatif
anjrit ni pemerintah naikin harga paspor buat makan siang gratis kali ya buset,2025-02-01 00:00:00+00:00,x,negatif
"Siapapun yg bikin program mbg ini, semoga nalarnya bisa jalan. Perut lapar itu harus dicari cara supaya ga lapar gmn, bukan disuapin terus. Program prioritas yg ga prioritas amat. Siapa yg dimiskinkan dan diperkaya disini? Ya jawab sendiri ajalah",2025-02-01 00:00:00+00:00,x,negatif
Sumbangsih kita pada program MBG bantu UMKM serta tingkatkan gizi anak-anak Indonesia MBGDorongEkonomi,2025-02-01 00:00:00+00:00,x,positif
"hadirnya program MBG bisa tingkatan Gizi Anak Sekolah Papua, semoga anak-anak Papua bisa terus maju dan tidak ada lagi stunting MBGMajukanPapua",2025-02-01 00:00:00+00:00,x,positif
"Lah emg menfess ini merujuk ke gambar itu kan udh dibilang ngebahas 3 topik itu, dr gambar. Kamu sendiri yg bilang kalo dr anggaran itu salah karna ttp lebih gede anggaran pendidikan. Ya berarti sama dong juga ga setuju sama opini lawan debat si sender mengenai MBG lebih penting",2025-02-01 00:00:00+00:00,x,netral
"Tak Becus Urus MBG, Prabowo Didesak Pecat Kepala BGN, Dadan Hindayana Akhir Februari",2025-02-01 00:00:00+00:00,x,negatif
BBM naik Gas susah Demi MBG kah?,2025-02-01 00:00:00+00:00,x,negatif
"Sip, ayahanda . Sekalian naikkan cukai rokok. Alokasiken ke BPJS atau program MBG",2025-02-01 00:00:00+00:00,x,positif
"Iya sebagian, lah MBG aja ga semua anak sekolah dapet . Bang lu kalo tolol ga usah dipamerin.",2025-02-01 00:00:00+00:00,x,negatif
yg bener tu yg dukung mbg harus dijudge,2025-02-01 00:00:00+00:00,x,negatif
MBG KONTOL emang buat coli ego doang Maap sebel lagian proker setengah mateng aja dipaksain ampe sunat anggaran sana sini,2025-02-01 00:00:00+00:00,x,negatif
MBG itu kan program konyol Program bawaannya si mulyono spy anaknya bisa keliling2,2025-02-01 00:00:00+00:00,x,negatif
Ekonomi membaik gimana program MBG malah byk masalah,2025-02-01 00:00:00+00:00,x,negatif
"Bisa dibuktikan carut marutnya program MBG, ya?",2025-02-01 00:00:00+00:00,x,negatif
Program MBG itu buat pemerataan gizi anak2 Indonesia.Gitu aja masa nggak ngerti,2025-02-01 00:00:00+00:00,x,positif
"iya, emang lucu program MBG ini, apalagi skrg mau ganti menu pakai lauk serangga",2025-02-01 00:00:00+00:00,x,negatif
Sekalian survey MBG gak sih,2025-02-01 00:00:00+00:00,x,netral
MBG daerah mana nich? Gizi full.,2025-02-01 00:00:00+00:00,x,netral
"Sama gambar itu, jelas2 ada 3 pembahasan yg bener dr menfess (mbg di gambar lebih penting drpd pendidikan & kesehatan), kamu sendiri yg bilang kalo dr anggaran itu masih lebih tinggi utk pendidikan dibanding MBG, ya kalo liat dr bukti anggaran itu kan sender salah ngebahas itu,",2025-02-01 00:00:00+00:00,x,netral
"Ya itu emg lg viral jd dipertanyakan, makanya sendernya bilang susah debat sama yg nganggep mbg lebih penting drpd pendidikan & kesehatan itu karna dr bagan penyusunan prioritas dr kemenkeu nya jd ada yg setuju mbg di prioritas utama. Ya emg jelas persis kan pembahasan di menfess",2025-02-01 00:00:00+00:00,x,netral
"Itu sedang memastikan program MBG berjalan baik di lapangan , inventarisasi masalah dll Masa lebih suka Wapres yg cuma bengong aja di istana??",2025-02-01 00:00:00+00:00,x,positif
"Gemoy apaan mbg menunyabkek makanan rumah sakit (malah lbh parah) dah gtu besoj2 malah lauknya mau diusulin ulat sagu sama belalang goreng Udah rakyatnya kurang gizi, bodoh lagi. Tipikal rakyat yg disukai pejabrut masa kini. Lumayan suaranya murah.",2025-02-01 00:00:00+00:00,x,negatif
mbg terus gajelas,2025-02-01 00:00:00+00:00,x,negatif
Dasar anjing kau jon kepala bdn gizi udh bantah gak pernah keluarin statemen ulat jd bhn MBG. Knp bacotmu ga bs jg diam ???,2025-02-01 00:00:00+00:00,x,negatif
mbg yang disenangi masyarakat,2025-02-01 00:00:00+00:00,x,positif
Sekonyol2 mulyono program nya ad hasilnya brupa infrastruktur lah prabowo coba apa hasil dr MBG ini,2025-02-01 00:00:00+00:00,x,negatif
lumayan nih MBG bisa bantu keluarga hemat ongkos,2025-02-01 00:00:00+00:00,x,positif
3T prioritas MBG. Sepakat.,2025-02-01 00:00:00+00:00,x,positif
Gimana ceritanya program MBG bisa mengerekan pertumbuhan ekonomi sampai 9% pertahun. Sedangkan menurut hitungan para ahli pertumbuhan 9 % itu bisa tercapai kalau ada investasi masuk +/- 75 Miliar USD pertahun berturut² selama 5 tahun.,2025-02-01 00:00:00+00:00,x,negatif
Sintinggggggg demi MBG lu semua tuh,2025-02-01 00:00:00+00:00,x,negatif
"Mak tua gw S3, dan dia bener bener pendukung 02 garis keras Kek, apa sih jing trus dia ngedukung program MBG dari pada pendidikan, dia bilang biar dia ga perlu nyiapin bekal lagi karna buang uang PADAHAL DIA ORG KAYA",2025-02-01 00:00:00+00:00,x,negatif
fak bongbongie korban mbg,2025-02-01 00:00:00+00:00,x,negatif
"Pak jokowi 2 periode dollar dari 11 ribu ke 16 ribu, sedangkan pak prabowo baru beberapa bulan menjabat dollar dari angka 16 ribu turun jadi 8 ribu, ini semua tidak terlepas dari peran gibran yang suka bagi² susu dan program mbg kek nya QGBacotsantuy",2025-02-01 00:00:00+00:00,x,positif
"Buat MBG tunggu sj Program ini akan menghancurkan negara bangsa ini hanya krn gengsi utk tpati janji kampanye,.miris pembangunan distop , hutan dibabat, bnyk anggaran utk sarana dan kegiatan instansi dibatasi , IKN di kurangi, pajak naik, gaji, fasiitas utk pejbt aman",2025-02-01 00:00:00+00:00,x,negatif
Sini google kita ngebuzzer bareng gw bagian mbg aja gpp dah,2025-02-01 00:00:00+00:00,x,netral
Dan diswap kw anggaran MBG kali yaaa sama juga boong,2025-02-01 00:00:00+00:00,x,negatif
"Sekarang saya tanya, tujuan dari Makan Bergizi Gratis itu untuk apa sih? Agar anak sekolah terjamin kecukupan gizinya kan? Setelah asupan gizinya tercukupi dampaknya apa? Dampaknya anak sekolah jadi sehat. Kalau anak sekolah sehat bisa berdampak juga ke pendidikan.",2025-02-01 00:00:00+00:00,x,netral
Sri mulyani beri tambahan fana program makan bergizi gratis sebesar Rp. 100 T,2025-02-01 00:00:00+00:00,x,netral
PLN sebagai BUMN terus mendukung penuh program Makan Bergizi Gratis (MBG) dari Pemerintah ini dengan memastikan pasokan listrik andal di 238 titik Satuan Pelayanan Pemenuhan Gizi (SPPG) di 31 provinsi. AstaCitaPemerintah MakanBergiziGratis AnakGenerasiEmas PLNDukungMBG,2025-02-01 00:00:00+00:00,x,positif
Posted • Program Makan Bergizi Gratis (MBG) Polres Nganjuk. spripimpoldajatim divhumaspolri humaspoldajatim polisi polresnganjuk kapolresnganjuk siswantoro14 polisinganjuk semangatmelayani bolokuompolisi wayahelaporkapolres,2025-02-01 00:00:00+00:00,x,positif
"Hoak? Saranku lu jangan malas membaca kek wapres, biar gak low quality",2025-02-01 00:00:00+00:00,x,netral
"Gimana pak tanggapannya mengenai makan bergizi gratis?"" Eyo:",2025-02-01 00:00:00+00:00,x,netral
"Overheard pas jogging di tempat biasa sekalian jajan umkm,MBG banyak oknum tipu-tipu, ah masa sih ? mana ""teh"" udah ada beritanya ga ?rame banyak diomomgin pedagang ih Tertipu Jadi Pemasok Makan Bergizi Gratis, 35 Warga Tasikmalaya Rugi Ratusan Juta",2025-02-01 00:00:00+00:00,x,negatif
"Dih aneh. Justru kondisi ini krn jejak mulyono. Masuk pemerintahan, APBN nya udh seret. Smntara dia punya program andalan yg bkinnya ga mikir panjang, makan bergizi gratis. Ehh .tambah kabinet super gemuk krn utang politik ke mulyono. Ini klo sampe IKN lanjut gila sih",2025-02-01 00:00:00+00:00,x,negatif
"Di tengah optimisme perbaikan gizi dan kesehatan generasi muda Indonesia berkat program Makan Bergizi Gratis (MBG), muncul kekhawatiran bahwa program ini berpotensi menjadi lahan korupsi baru. Ulasan Asis.:",2025-02-01 00:00:00+00:00,x,netral
"Makan Bergizi Gratis Diusulkan Pakai Lauk Serangga, Ustadz Wawan El Ganjuri: Haram Bagi yang Merasa Jijik!",2025-02-01 00:00:00+00:00,x,netral
"Opsi lain untuk lauk Makan Bergizi Gratis, Ulat Hongkong Sering jadi makananan burung kecil karena kaya protein Harganya cukup murah, Rp 5.000 untuk gelas kecil kira2 200-300 gram Barangkali BGN, Prabowo dan Gibran menjadikan ini sebagai lauk makanan gratis? Kayaknya enak kalo disambal balado, nanti akan mirip2 teri medan Udah murah, tinggi protein, sehat dan sangat natural lagi. Ga perlu anggaran ratusan triliun, sayang APBN kita",2025-02-01 00:00:00+00:00,x,netral
kayaknya soon harus ada yang riset tentang seberapa pengaruhnya makan bergizi gratis terhadap anak anak,2025-02-01 00:00:00+00:00,x,netral
"aku udah heran betul kok bisa kepikiran menaruh pendidikan serta kesehatan sebagai prioritas pendukung, sedangkan makan bergizi gratis prioritas utama ^____^",2025-02-01 00:00:00+00:00,x,negatif
Makan Bergizi Gratis memberikan dampak ekonomi yang besar bagi pelaku UMKM pangan. MBGDorongEkonomi,2025-02-01 00:00:00+00:00,x,positif
"Semuanya aja dipangkas gara2 makan bergizi gratis yg ternyata gizinya cuma seuprit. Pemerintah kontol, kalau kalian mau mangkas anggaran, pangkas tuh anggaran kepolishitan bangsat, evaluasi yg bener anjing anjing capek jadi warga indonesia",2025-02-01 00:00:00+00:00,x,negatif
antara mau optimis makin maju dengan MBG atau pesimis karena programnya bakal less impact krn untuk pendidikan & riset nya ga diutamakan,2025-02-01 00:00:00+00:00,x,netral
"Posted • Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, mengungkapkan bahwa TNI-Polri mendukung penuh program Makan Bergizi Gratis yang digagas oleh Presiden RI Jenderal TNI (Purn.) H. Prabowo Subianto.",2025-02-01 00:00:00+00:00,x,positif
Novan Dorong Perluasan Program Makan Bergizi Gratis di Samarinda -,2025-02-01 00:00:00+00:00,x,positif
Sejak kapan Polri ngurusin makan bergizi gratis ini. Udah ada badan gizi. Bener buat proyek2 tambahan aja nih biar masuk pagu,2025-02-01 00:00:00+00:00,x,negatif
Ini temanbus distop semua duitnya dialihin ke makan bergizi gratis gue rasa,2025-02-01 00:00:00+00:00,x,negatif
itu marketing film terbarunya jokan doi bikin website ala2 pendaftaran sekolah gitu. Trus di programnya ada makan bergizi gratis dia tulis budget 50rb wkwk,2025-02-01 00:00:00+00:00,x,netral
ayo kita sama sama dukung program MBG,2025-02-01 00:00:00+00:00,x,positif
BIAYA OPERASIONAL SEMUA DIPANGKAS BUAT MAKAN BERGIZI GRATIS,2025-02-01 00:00:00+00:00,x,negatif
5 tahun lagi anak2 ini bakal jadi pemilih pilpres pemula Mudah2an makan bergizi gratis bisa membuat anak2 ini jadi makin pinter untuk pilih capres yang pinter,2025-02-01 00:00:00+00:00,x,netral
"Usulan. Untuk menghemat dana yang ada, Bagaimana kalau TNI yang berpangkat rendah dikerahkan untuk menangani kerja lembur dan kerja cuci piring pada proyek makan bergizi gratis?",2025-02-01 00:00:00+00:00,x,netral
"Makan Bergizi Gratis baiknya fokus untuk anak SD dan sekolah yg siswanya dari keluarga kurang mampu, juga utk anak balita dari keluarga miskin yg rawan stunting. via",2025-02-01 00:00:00+00:00,x,netral
"Anda salah Prof program MBG sangat mulia tidak semua rakyat petani dan nelayan yg rakyat kurang mampu makan pagi berangkat keSekolah akhirnya nilai minim, hanya ada penyesalan kemana Presiden yg dulu yg pernah memimpin Bangsa ini tdk ada niatan utk makan bergizi gratis",2025-02-01 00:00:00+00:00,x,positif
"wow mantap layak untuk disebut MAKAN BERGIZI GRATIS UKURANNYA SAMA, tertib rapi, anak2 tinggal ambil makanan kemudian duduk, makan tanpa wawancara !!!",2025-02-01 00:00:00+00:00,x,positif
"Pemerintah kalau memang mau menjalankan makan bergizi gratis ini, kenapa gak pake konsep kantin sekolah yg kek di sekolah2 korea atau itu loh kantin di RS yulje nya hospital playlist. Konsepnya seperti itu tp yg bayar pemerintah",2025-02-01 00:00:00+00:00,x,negatif
Sekalian minta orang tua siswa iuran 200ribu/bulan buat biaya makan Bergizi Gratis kalau mentok kurang dananya. Gampang kan??,2025-02-01 00:00:00+00:00,x,negatif
Tujuan program Makan bergizi gratis pada anak sekolah untuk masa depan yang lebih baik.,2025-02-01 00:00:00+00:00,x,positif
"Bila Sri Mulyani meminta Lembaga Keuangan Terlibat Dalam Program Makan Bergizi Gratis. Artinya, Pemerintah memang benar-benar tidak punya kemampuan anggaran untuk melaksanakan program tersebut.",2025-02-01 00:00:00+00:00,x,negatif
Menkeu Dorong Lembaga Keuangan Sukseskan Program MBG lewat Online,2025-02-01 00:00:00+00:00,x,netral
"Makan Gratis"", bukan ""makan bergizi gratis"", ya",2025-02-01 00:00:00+00:00,x,negatif
"UMKM Antusias, Pemerintah Seleksi 30.000 Pendaftar Program MBG -",2025-02-01 00:00:00+00:00,x,positif
KKP Kampanyekan Makan Bergizi & Dorong Hilirisasi Rumput Laut -,2025-02-01 00:00:00+00:00,x,netral
Lanjut Makan Bergizi Tikus Gratis,2025-02-01 00:00:00+00:00,x,negatif
Dilihat saja apakah pemerintah mampu bayar vendor program gratis makan bergizi tepat waktu,2025-02-01 00:00:00+00:00,x,negatif
"Program makan bergizi pakai serangga, program lebarin jalan selebar-lebarnya",2025-02-01 00:00:00+00:00,x,negatif
"Loh dr awal saya jawab kan emang ssya bilang sama2 penting, mbg ini program baru pelengkap yg ada dalam pendidikan. Jalanin aja belum apa yg ditakutkan. Toh sekolah isinya belajar, makan bergizi paling setengah jam. Anda saja yg suka beretorika dan debat kusir",2025-02-01 00:00:00+00:00,x,positif
"Makan bergizi aja diurusin, pagar laut kapan diurusin min???",2025-02-01 00:00:00+00:00,x,negatif
"ANJINGGG GARA2 GUA LUPA GEMBOK AKUN TRS KOMEN MAKAN BERGIZI ITU JD PADA RIBUTT ANJRITTT panikk dkit, langsung gembok akun gua anj untung ada yg belain",2025-02-01 00:00:00+00:00,x,netral
DUKUNG PROGRAM MAKAN BERGIZI NYATA !!! KEBAHAGIAAN DAN KECERIAAN ANAK-ANAK PAPUA PROGRAM MAKAN BERGIZI MEMBUAT ANAK-ANAK PAPUA TUMBUH SEHAT DAN CERDAS PapuaTolakOPM OPMPelanggarHAM PapuaIndonesiaCintaDamai PapuaDamaiTanpaOPM,2025-02-01 00:00:00+00:00,x,positif
Gw ga terlalu paham kenapa Indonesia perlu sekolah. Sebetulnya dibuat sentra makan bergizi saja sudah cukup kayanya. Bisa buat efesiensi anggaran.,2025-02-01 00:00:00+00:00,x,negatif
"Polri memastikan personel dengan keahlian pangan dan gizi dapat berkontribusi dalam penyediaan makanan bergizi, pengelolaan pekarangan makan bergizi, serta pengawasan distribusi pangan. KomitmenMelindungiMelayani Sukseskan Asta Cita",2025-02-01 00:00:00+00:00,x,positif
Makan bergizi memberikan manfaat yang nyata bagi masyarakat pedalaman. Ingat selalu cuci tangan secara rutin agar terhindar dari virus,2025-02-01 00:00:00+00:00,x,positif
"CANTIK, hari ini agenda belajar masak agar anakku bisa makan bergizi",2025-02-01 00:00:00+00:00,x,netral
Program makan bergizi sangat mengesankan Prabowo IndonesiaEmas,2025-02-01 00:00:00+00:00,x,positif
Kemaren sempet baca tweet orang bilang harusnya warga indo ikutan download xiaohongshu alias red notes alias tiktok versi cina trus post deh tuh semua menu makan bergizi jelek itu. Siapa tau kalo di call out negara tetangga akhirnya punya rasa malu dikit,2025-02-01 00:00:00+00:00,x,negatif
Program UMKM bantu pengusaha UMKM Program Makan Bergizi rampok pengusaha UMKM,2025-02-01 00:00:00+00:00,x,negatif
"Gaji naik, makan bergizi, listrik murah, usaha lancar. Hidup ini makin asyik aja deh!",2025-02-01 00:00:00+00:00,x,positif
"TNI berkomitmen penuh untuk mendukung keberhasilan program Presiden RI Prabowo Subiyanto ""Makan Bergizi Geratis"" sebagai wujud pengabdian kepada rakyat dalam pemenuhan gizi berskala nasional untuk balita, anak-anak sekolah, santri, ibu hamil, dan menyusui.",2025-02-01 00:00:00+00:00,x,positif
Prioritas utama MAKAN bergizi?? Ya Allah ya Robb tolooongg ya Allah,2025-02-01 00:00:00+00:00,x,negatif
"Pekarangan makan bergizi yang digagas Polri bertujuan menyediakan sumber pangan sehat secara mandiri, mendukung program MBG, serta memastikan ketersediaan bahan makanan bergizi. KomitmenMelindungiMelayani Sukseskan Asta Cita",2025-02-01 00:00:00+00:00,x,positif
"Lagi menghayal nih orang ? MBG aja jalannya tertatih-tatih, tdk semua anak anak di Negara ini mendapatkannya. Bilangnya gratis padahal yg dipakai APBN uangnya Rakyat Negeri ini. Itu artinya gak gratis, ganti saja namanya ""Makan Bergizi dari Rakyat untuk anak Indonesia",2025-02-01 00:00:00+00:00,x,negatif
"Pilih Makan Bergizi untuk Keluarga Sehat"" PilihMakananBergizi MakanBergizi HGN65 HGN2025 konsumsigiziseimbang harigizinasional65 isipiringku",2025-02-01 00:00:00+00:00,x,netral
Program makan bergizi ini bukti polisi peduli kesehatan warga!,2025-02-01 00:00:00+00:00,x,positif
"Gini kali maksudnya Gk usah punya pendidikan, dngan makan bergizi jg nnti auto bisa pinter sendiri",2025-02-01 00:00:00+00:00,x,negatif
Makan Bergizi Cerdaskan Anak Bangsa,2025-02-01 00:00:00+00:00,x,positif
"Kurang cinta apalagi coba kas si mas bin ini sama negara, negara defisit 600T dia dan segenap perumbian memangkas anggaran 250T untuk program makan bergizi. Salut banget emang, hat off mas bin",2025-02-01 00:00:00+00:00,x,positif
"Kalau jabatan2 ini dipangkas, berapa triyul dapat dihemat? Bisa untuk beli belalang buat lauk makan bergizi.",2025-02-01 00:00:00+00:00,x,negatif
Makan bergizi goblok,2025-02-01 00:00:00+00:00,x,negatif
"Infrastruktur pendidikan belum sempurna, MBG tetap jalan??",2025-02-01 00:00:00+00:00,x,negatif
"Dlm penelitiannya benar makan bergizi yg utama utk meraih pendidikan. Perut laper atau konsumsi makan yg tdk bergizi akan sulit menyerap pendidikan. Itu sdh diteliti di bnyak negara maju maupun berkembang yg sdh punya program MBG, Jepang sdh ratusan tahun sampai sekrng berjln.",2025-02-01 00:00:00+00:00,x,positif
UMKM Pangan Mendapat Angin Segar dari Anggaran Program Makan Bergizi Sebesar 171 Triliun,2025-02-01 00:00:00+00:00,x,positif
Abah bikin program makan bergizi SUKSES karena sudah di rencanakan matang2 Di contek buat omon omon GAGAL ya wajar lah MENCONTEK CUMA MEMINDAHKAN HASIL KERJA BUKAN MERENCANAKAN IDE DAN MENAKAR RESIKO SERTA HASIL NYA Gitu nggak sih???,2025-02-01 00:00:00+00:00,x,positif
Makan bergizi,2025-02-01 00:00:00+00:00,x,netral
Ini makan bergizi,2025-02-01 00:00:00+00:00,x,netral
Nafa Urbach Pentingnya Makan Bergizi dan Minum Susu via,2025-02-01 00:00:00+00:00,x,positif
"[Repost] Ditjen PKH Kementan RI Sobat Ternak, yuk dengerin Nafa Urbach, anggota Komisi IX DPR RI, ajak kita semua pentingnya makan bergizi dan minum susu! Susu nggak cuma enak, tapi kaya manfaat untuk tubuh. Ajakan ini gak cuma demi kesehatan kita, sekaligus mendukung peternak.",2025-02-01 00:00:00+00:00,x,positif
WKWKWKWK GAPAPA!! Nanti aku ingetin setiap saat kayak makan bergizi 5 sehat 4 sempurna,2025-02-01 00:00:00+00:00,x,netral
Generasi sehat dimulai dengan makan bergizi,2025-02-01 00:00:00+00:00,x,positif
ga dapet makan bergizi,2025-02-01 00:00:00+00:00,x,negatif
"Mantap, polisi ikut pastikan semua orang dapat makan bergizi!",2025-02-01 00:00:00+00:00,x,positif
Kapolda Bengkulu diwakili oleh Wakapolda Bengkulu Brigjen Pol Drs. Agus Salim melaksanakan Ground Breaking Pembangunan Dapur Makan Bergizi Satuan Pelayanan Pemenuhan Gizi (SPPG) Polda Bengkulu bertempat Mako Yon B Satbrimob Polda Bengkulu.,2025-02-01 00:00:00+00:00,x,netral
"Makan bergizi, masa depan cerah! Dukung program pemerintah untuk MakanBergiziGratis demi anak-anak Indonesia yang sehat dan cerdas. GenerasiSehat",2025-02-01 00:00:00+00:00,x,positif
Akibat Makan Bergizi :),2025-02-01 00:00:00+00:00,x,negatif
"met makan malam, belum dikasih makan bergizi sama bapak lapas",2025-02-01 00:00:00+00:00,x,negatif
"Program makan bergizi gratis yang tengah dilakukan menimbulkan polemik di masyarakat. Dana yang digunakan dalam program ini harus memangkas APBN, sebenarnya bagaimana solusi Islam? Simak penjelasan Ustadzah dalam video berikut.",2025-02-01 00:00:00+00:00,x,netral
"*Lapangan pekerjaan: buat pabrik telepon dll kembangkan riset ujicoba jual produk banyak sarjana di Indonesia yg pintar tapi belum bekerja karena kurangnya lapangan pekerjaan. Prioritas pendukung: *Bantuan: untuk rakyat kurang mampu, makan bergizi. Atuh malam bergizi.",2025-02-01 00:00:00+00:00,x,netral
Prabowo terlalu memaksakan MBG yang seharunya ditunda mengingat keuangan negara yang sedang kesulitan !,2025-02-01 00:00:00+00:00,x,negatif
Ya tapi ga dilempar ke MBG juga bu,2025-02-01 00:00:00+00:00,x,netral
"Yang bilang dia ga boleh usaha siapa? Gausah melintir statement Ini kan komparasinya sama kegiatan dia yg mbg di bayar ga layak padahal udah bangun dari jam 1 pagi,ya better buat ibadah Masalah usaha ya pasti dia lakuin juga lha gausah kita ajarin,dia kan mau bertahan hidup juga",2025-02-01 00:00:00+00:00,x,netral
"I know,ini kan komparasinya dengan program mbg dari pada bangun jam 1 budeg di bayar ga layak ya better buat ibadah Lebih bagus lagi kalo dia buka usaha sendiri,cuma ya kalo belum ada modal gimana? Better buat shalat kan?",2025-02-01 00:00:00+00:00,x,netral
"keren, harus didukung terus program mbg ini",2025-02-01 00:00:00+00:00,x,positif
"Ya emg si nawaitu majuin negara dg bantuan lengkapi nutrisi, tp klpun ditarik garis ketemu di 'kesehatan' NAH KNP GK KESEHATAN YG DIPRIORITASKAN TU KENAPAAA. Kan bs ntar pas kesehtn masyarkt udh bisa mulai terjamin baru menjaga (biar ttp terjamin) lwt MBG dahla aku ngmng apa mah",2025-02-01 00:00:00+00:00,x,negatif
"IKN, KA Cepat, Makan bergizi, Swasembada pangan dan energi, brantas semua koruptor, efisiensi pengeluaran, pemerintah yang bersih, kita menang di WTO, batasi ekspor gas, naikkan pertumbuhan ekonomi 8%.",2025-02-01 00:00:00+00:00,x,netral
Makan bergizi gtolol?,2025-02-01 00:00:00+00:00,x,negatif
Beli makan bergizi gak gratis,2025-02-01 00:00:00+00:00,x,negatif
Punya otak kok GK sehatt sana loee ikut makan bergizi biar otakmu sehatt,2025-02-01 00:00:00+00:00,x,negatif
"Sementara itu anggaran IKN terus dipangkas, krn yg jadi prioritas Pak adl MBG bkn IKN",2025-02-01 00:00:00+00:00,x,positif
Program MBG sangat bermanfaat untuk kesehatan dan kesejahteraan masyarakat Indonesia,2025-02-01 00:00:00+00:00,x,positif
"Gw sebagai pelajaran esempe Alhamdulillah lah dapet mbg, tpi klo bisa pilih antara pendidikan gratis atau mbg ya pendidikan gratis aja. Mbg juga udh jalan jadi ya ikutin ajalah, lumayan juga bisa nabung",2025-02-01 00:00:00+00:00,x,positif
Ya naik kalo udah 4 tahun wkwkwk. Pengajuan kenaikan tukin ditolak di beberapa kementerian. Sepertinya sangat berhemat negara untuk biayain kabinet yg gemuk dan MBG,2025-02-01 00:00:00+00:00,x,negatif
Menuju indonesia swasembada pangan mari kita buat sendiri makan bergizi walau tidak gratis itu,2025-02-01 00:00:00+00:00,x,netral
padahal tiap jumat masjid di kampus gue ngasih makan bergizi enak bervariasi gratis tanpa mebebankan penerima,2025-02-01 00:00:00+00:00,x,netral
"sy sd 50 tahuan tgl di jakarta, sd banjir dr dl, krn pebangunan yg tdk memperhitungan daya dkung tauh ngak lo, bajir aling parah jama jokowo dana nghok, belaguk justri jam Anies yg pling tekendali goblok jgn di kasih makan bergizi. buzeRP",2025-02-01 00:00:00+00:00,x,negatif
"Masih lumayan anggaran Otorita dipotong 30 persen, PU potong 80 persen. Semua anggaran dipotong, unt program MBG.",2025-02-01 00:00:00+00:00,x,negatif
Makan bergizi tidak harus gratis. Bahkan bisa sama sekali tak perlu. Asal kesejahteraan tiap keluarga dijamin oleh negara.,2025-02-01 00:00:00+00:00,x,negatif
"padahal dengan adanya pendidikan dan kesehatan yang baik di masyarakat, sudah mereka dapat makan bergizi karena dengan faktor itu bisa membuat manusia jadi maju dan berkembang",2025-02-01 00:00:00+00:00,x,netral
di Nov/Des 2024 nah program2 presiden blm masuk seutuhnya di perencanaan itu. badan yg makan bergizi blm kebentuk otomatis tampungan uangnya blm ada dll barulah dicarikan uang. blm lg kl baru nihh bentukan presiden pasti masih ruwet. dll,2025-02-01 00:00:00+00:00,x,netral
Bebaskan laut agar nelayan bisa nangkap ikan untuk makan bergizi bantu program pemerintah,2025-02-01 00:00:00+00:00,x,positif
Makan bergizi prioritas dibanding education and health they are indeed crazy sigh memprioritaskan janji politik di atas kebutuhan warganya (oops),2025-02-01 00:00:00+00:00,x,negatif
"Sbnrnya bukan begitu konteksnya Pak. Jd klo dicek di visi misi beliau banyak yg jd prioritas, salah satunya, makan bergizi, mcu gratis, dan sekolah unggulan. Namun dlm pelaksanaannya, yg menjadi pertanyaan, krn yg terjadi inpres 1/2025 itu fokus ke pengamanan makan bergizi",2025-02-01 00:00:00+00:00,x,netral
Sebaiknya suruh Wakil Presiden saat ini pindah ke IKN sekalian minta dia melakukan pengawasan di IKN dan sekitarnya. Memastikan program makan bergizi daerah Indonesia Timur terlaksana dgn baik pasti Jokowi ngikut krn mau lihat cucunya.,2025-02-01 00:00:00+00:00,x,netral
Gaung makan bergizi semakin hilang,2025-02-01 00:00:00+00:00,x,negatif
Kalo survei kepuasan makan siang gratis wajar 100 hr pemerintahan Prabowo-Gibran wajar. Ini Parpol yg di survei. Ingat lhoo PDIP itu partai Kader. Kuat di arus bawah jika berbicara utk partai. Jadi inget DE GAJAH di Pilkada Bali.,2025-02-01 00:18:30+00:00,kaggle,netral
Pajak kita semua tdk berarti bhkn utk biaya makan bergizi gratis anak cucu di Sekolah jd jgn bnyk nuntut dr pemerintah aplg tdk ikut pilih jd tunggu sj 2029 usul Puan atau GP lg hhh.,2025-02-01 00:27:50+00:00,kaggle,positif
